text,booster_count
"Bye. Well Miss Vada, what d'you say we head back?",0
"Well, sometimes married people just find out they can't live with each other.",0
Daddy said it's bad when people get divorced.,0
"No, I'm divorced.",0
Are you married?,0
"Mostly love, and romance.",0
What are they about?,0
Uh huh.,0
Did you read ALL these books?,0
Thomas?,0
I would.,0
"Ohh, right. Would you like a soda?",0
Big Ringo fan.,0
Sure. I'll give you the royal tour.,0
Can we look around in your camper?,0
Hi.,0
Come on sweetie.,0
"My ball, I lost my ball.",0
Vada? VADA?? What happened??,0
Well you don't know that. Ask him.,0
He won't give it to me.,0
"I think you'd make a fine writer, did you ask your Dad?",0
Shut your big fat mouth!,0
"I don't think so.  Shelly, how can I get thirty five dollars?",0
Maybe black means you're happy?,0
"It's a mood ring, it tells what mood I'm in.",0
"Ooh, that's a pretty ring you're wearing.",0
Chocolate?,0
He's allergic to everything.,0
I'm not upset. I will never play with those girls. I only surround myself with people who I find intellectually stimulating.,2
"You know Vada, you shouldn't let those girls upset you.",0
I am.,0
Who's winning?,0
Oh.,0
She's shy.,0
That's really cool.,0
Yes it is.,1
Is that your camper?,1
Hey there's your Dad and Shelly.,0
Oh great!,0
"Nothing in particular, just putting it away for a rainy day.",0
What are you saving for?,0
"Well, I guess you found my secret hiding place.",0
They're just fun to read.,0
"Eeeeuuuww, gross.",0
Liverpool?,0
I'm gonna drive us to Liverpool.,0
Uh huh.,0
"Wow, this is the coolest thing, like you really eat and sleep here?",1
To chocolate?,0
I'm allergic to it.,0
Thomas J?,0
Well if you don't get to marry Mr. Bixler.,0
For what?,0
Would you think of me?,0
What?,0
"Okay, seeya.  Vada?",0
Seeya tomorrow.,0
Okay.,0
"Well, let's spit on it.",0
You better not either.,0
"Just, hurry.",0
"Umm, Ummmmm",0
Say something it's too quiet.,0
Okay on the count of three.,0
"Okay, okay.",0
Just do it.,0
But then I won't be able to see anything.,0
Close your eyes.,0
"Uh huh.  Okay, enough practice.",0
Like this?,0
"Here, practice on your arm like this.",0
"But, I don't know how.",0
"Maybe we should, just to see what's the big deal.",0
No.,0
Uh huh.,0
Like they do on TV?,0
Have you ever kissed anyone?,0
Not true.,0
"Yes it is, cause then he'll give you all A's and it won't be fair.",1
It is not.,1
"You can't marry a teacher, it's against the law.",0
I'm gonna marry Mr. Bixler.,0
"Well when you get older, you just have to.",0
"Please, it's real hot, maybe we can go swimming?",0
I dunno..,0
"Hi Vada, can you come out?",0
"Oh, that's probably Thomas J, I don't wanna see him. It's not fair. Nothing happens to boys.",0
"Okay, seeya.",0
"No, I'm hiding out.",0
You can come to my house for dinner?,0
"Leave then, some friend you are.",0
"I have to anyway, my mom will be worried.",0
"Then go home, baby.",0
"I'm hungry, I can't last any longer.",0
He likes her better than me.,0
"I do, she's real funny.",0
I don't like her.,0
So now you'll have a mother.,0
They're getting married?,0
"You're such a retard, it was an engagement ring.",0
"Wow, was it a decoder ring?",0
My Dad gave Shelly a ring.,0
Why are you running away?,0
"I'm tired of running away. Besides, we past this place two times already. We're not getting nowhere.",0
Get up!?,0
Really?,0
"No, you can't, they have enough kids, you'll have to live with the Partridge Family.",0
I wanna live with them too.,0
"California, I'm going to Hollywood to live with the Brady Bunch.",0
Bye Ma.,0
Bye Mrs. Sennett.,0
"Come on, let's go.",0
Sure.,0
"Hi, wanna ride bikes?",0
Hi Vada.,0
Do it!,0
But I have my clothes on!,0
Jump in the water!!,0
Hurry!!!,0
I am running faster!!,0
Run faster they're after us!!,0
My mood ring! It fell off! I gotta find it!,0
Got it!,0
For their meat.,0
What do you want it for anyway?,0
"You're right, let's knock it down.",0
"Are you crazy, you'll get stung!!",0
Stand back.,0
So?,0
Pointing There's a beehive right there!,0
What?,0
Woah!!,0
HEY YOU!!!!  I'm gonna get you!!!  I'll get you!!!!,0
THIS!!,0
What?,0
"Hey Vada, guess what we got?",0
You know I'm not allowed outside my myself after dark.,0
Go???,0
Can we go yet?,0
Duck!,0
Watch bingo? I don't even like to play bingo.,0
"We're not gonna bet, we're just gonna watch.",0
"They're not gonna let us in Vada, we're kids.",0
I stopped that!,0
Bed wetter!,0
I am not.,0
Pacifist!,0
I told you i'll get in trouble.,0
"Let's go to the church, they're playing bingo tonight.",0
What do you want? My mom will skin me alive if she finds I'm out here.,0
Sorry.,0
Don't DO that!!,0
Here.,0
"That doesn't sound so bad, come on, we'll never find that streamer.",1
"It doesn't matter, 'cause they're not regular horses, they got wings, and it's no big deal if you fall, you just land in cloud.",0
"But, what if you're afraid to ride horses?",0
"I think, everybody gets their own white horse, and all they do is ride and eat marshmallows all day, and everybody's best friends with everybody else, when you play sports, there's no teams, so nobody gets picked last.",1
Heaven.,0
What?,0
What do you think it's like?,0
No. Grammoo said she's in heaven.,0
Do you remember her?,0
It's my mother.,0
Who's that with your Dad?,0
Yes.,0
Is that your Dad?,1
Never mind.,1
"Hey, where does it say that?",0
You have no personality.,0
What?,0
"Hmmmm, interesting.",0
"Come on, it's fun.",0
"No, I don't wanna.",0
"That was Grammoo's. It's a phrenology chart, they used to study the bumps in your head to see if you had a good personality or not. Come here, i'll diagnose your head.",0
Hey look at this!,0
"Oh, in the garage. Walk me over.",0
Where's your bike?,0
A girl can never wear enough eye shadow.,1
What's wrong with your eyes?,0
No.,0
Your lip bleeding?,0
"Okay, OW!",0
Uh huh.,0
"If I do it, can we go?",0
It'll bleed.,0
It's a mosquito bite.,0
You could pick that scab on your arm.,0
"Naah, I don't wanna.",0
"Hey, we can become blood brothers.",0
Yeah he got away. Come on let's go.,0
"I don't like touching fish, how do you pull the hook out without touching it?",0
"Reel it in.  He's only tiny, throw him back.",1
I'm trying.,0
Hurry!,0
Oh no!  UUH.,0
"Big deal, I can do that too.  Thomas J, you got something!",0
I'm gonna be an acrobat when I grow up.,0
Maybe they had a big breakfast.,0
She only wants to do it because her sweetie pie's the teacher.,1
"It's not a real school, it's a writing class, I wanna be a writer.",0
"She's crazy, she wants to go to school over the summer.",0
It's only black when you're around 'cause you put me in a bad mood.,1
"It doesn't work, it always stays black.",1
Dinner time?? You're like a dog! You just go home to eat.,0
Why? It's not dinner time yet.,0
"No, I'm going home.",0
Hi Mr. Bixler!,0
"I don't wanna talk to a teacher, it's summer!",0
"That's Mr. Bixler, let's go talk to him.",0
At what?,0
"Oh wow, a real evil canieval.",0
"Hey look at this, no feet!",0
"I can't, I have to go home.",0
I knew he wouldn't come.,0
"No, those are socials you're thinking of... Saturday's usually.",0
No.,0
We have a Bible study meeting tonight if you'd like to come.,0
You're from out of town?,0
You're so good.,0
"Don't worry, I'll take care or it",0
All those people...,0
"Honey, it's okay... How do you feel now?",0
"Oh, Barnett, I'm so sorry.",0
What?,0
Barnett?,0
Go to the King Of the Road and thank her.,0
You have to what?,0
"Well, I have to go thank her for filling in and it's nice to know the tune she sang.",0
Then why are you listening to her -,0
"Don't feel that way, honey.",0
I don't want to listen to her sing -,0
What's wrong honey.,0
"Barnett, please -",0
I see.,0
"I called Connie and she said not to worry, She'll fill in for you.",0
"Well, Bye, Bye now. We have to go.",0
You get her those Vitamin E right away.,0
"Thank you-- Yes, I am.",0
You remember what I said about the Vitamins.,0
It's fine. We were just talking about Vitamin S.,0
What did you say your name was?,0
What's wrong with her.,0
"I said, I've been real tired.",0
"Well, I guess you caught me at a weak moment.",0
How did you come in here?,0
"I'm really all right, Barnett. Don't you worry really... I just don't want you to leave me that's all.",0
"Your job, huh.",0
Nothing; Barnett. It's my job.,0
"No, you don't, so don't say you do. Bunch of damn liars. What do you get out or this?",0
"Absolutely. Listen, Barnett, I understand your position.",1
"I got trapped and you know it, so let's have some rules.",0
I said 'no!',0
They can come to the concert in the park.,0
What?,0
That's pretty close. He's going to be on the bill. Why not put Barbara Jean on with him?,0
His word? Are you telling me Haven promised you something?,0
His Word.,0
Whose word?,0
Everybody likes to be as good as their word.,0
How is that?,1
"Well, it's probably because it would help him.",0
He knows better.,0
I guess that's why he thought you right want to help out.,0
"Haven? Hell,' we've been playing poker together since we were fourteen.",0
"Well, that's not entirely true, Barnett. At least not according to Haven.",0
"Well, you did and she's fine. Thanks.",0
"Well, I just thought I'd call.",0
She's fine.,0
"Barnett, John Triplette. How's she doing?",0
Yes.,0
Okay. Thanks.,0
You bet.,0
"Not a thing, Barnett, really. I need a little information. But, ah, it can wait.",0
What do you really want?,0
"Oh, sure.",0
"I appreciate your concern, but she has to rest, so you can go on home.",0
"Okay, I just wanted to see if I could help out at all.",0
She's going to rest now.,0
"I'm sorry. I feel as if I know you. I'm John Triplette... a friend of Del Reese... I was at the airport. I just wanted to introduce myself. I'm a great fan of hers. If there's anything you need, just give me a call. I'm at the Sheraton South.",0
Okay.,0
"Okay, then we'll see you there.",0
Yes. She's pretty rested up.,0
"Well, how about the shopping center?",0
I don't care. She's always been neutral in politics and that's not going to change.,1
"It's on National television, Barnett.",0
You know better than that.,0
That's what he wants.,0
What!,0
Barbara Jean.,0
What does he want?,0
He has that sign with the tree.,0
Third party?,0
He's going to run for president.,0
Who the hell is he?,1
He's lining up talent for Hal Phillip Walker.,0
Who the hell is he?,1
Have you talked to Triplette?,0
"A little slow, but she'll be fine.",0
How is she?,1
Okay.,0
Okay.,0
Sure thing.,0
D.C.?  Tammany Hall?  He came there?,0
D.C.,0
Where'd he ever see us?,0
Minimum.,0
How much?,0
ABC.,0
National television?,0
President.,0
What's he running for?,0
Hal Phillip Walker.,0
Whose?,0
"Well, I'm here putting together a show. It's a benefit really.",0
Don't you worry. We're just having a quiet Sunday at home.,0
"Oh, no, listen, I don't want to take up too much of your time.",0
